ticket_id,title,category,priority,status,assignee,created_at,resolved_at,description
OPS-1148,Service not routing traffic to pods,kubernetes,P2,open,unassigned,2026-03-08 16:00:00,,"Service not routing traffic to pods. Reported in production environment, affecting 1 service."
OPS-1149,Terraform apply failing on state lock,infrastructure,P3,closed,r.oconnor,2026-06-10 18:00:00,2026-06-11 22:00:00,"Terraform apply failing on state lock. Reported in production environment, affecting multiple services."
OPS-1150,Terraform apply failing on state lock,infrastructure,P3,closed,a.patel,2025-11-05 14:00:00,2025-11-12 11:00:00,"Terraform apply failing on state lock. Reported in production environment, affecting 1 service."
OPS-1151,Authentication middleware not applied to subroute,fastapi,P3,open,unassigned,2026-03-31 02:00:00,,"Authentication middleware not applied to subroute. Reported in production environment, affecting 1 service."
OPS-1152,"Database session not closing, connection pool exhausted",fastapi,P2,open,unassigned,2025-11-29 12:00:00,,"Database session not closing, connection pool exhausted. Reported in production environment, affecting a subset of users."
OPS-1153,File upload endpoint failing for large files,fastapi,P3,open,unassigned,2025-04-28 20:00:00,,"File upload endpoint failing for large files. Reported in production environment, affecting multiple services."
OPS-1154,WebSocket connection dropping after 60 seconds,fastapi,P4,in_progress,r.oconnor,2026-04-10 12:00:00,,"WebSocket connection dropping after 60 seconds. Reported in production environment, affecting 1 service."
OPS-1155,Authentication middleware not applied to subroute,fastapi,P2,open,unassigned,2025-06-06 21:00:00,,"Authentication middleware not applied to subroute. Reported in production environment, affecting all users in us-east-1."
OPS-1156,ImagePullBackOff error on new container image,kubernetes,P4,open,unassigned,2025-04-09 23:00:00,,"ImagePullBackOff error on new container image. Reported in production environment, affecting a subset of users."
OPS-1157,OOMKilled errors on production workload,kubernetes,P1,closed,r.oconnor,2025-12-04 21:00:00,2025-12-06 05:00:00,"OOMKilled errors on production workload. Reported in production environment, affecting a subset of users."
OPS-1158,Redis connection refused after restart,infrastructure,P4,resolved,m.santos,2025-10-22 19:00:00,2025-10-26 03:00:00,"Redis connection refused after restart. Reported in production environment, affecting 1 service."
OPS-1159,S3 bucket access denied from EC2 instance,infrastructure,P2,resolved,m.santos,2025-08-18 03:00:00,2025-08-21 21:00:00,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting 1 service."
OPS-1160,"Database session not closing, connection pool exhausted",fastapi,P2,in_progress,m.santos,2025-01-27 19:00:00,,"Database session not closing, connection pool exhausted. Reported in production environment, affecting 1 service."
OPS-1161,Node showing NotReady status intermittently,kubernetes,P3,in_progress,a.patel,2025-12-14 11:00:00,,"Node showing NotReady status intermittently. Reported in production environment, affecting multiple services."
OPS-1162,RBAC permission denied for service account,kubernetes,P3,open,unassigned,2025-02-01 02:00:00,,"RBAC permission denied for service account. Reported in production environment, affecting multiple services."
OPS-1163,Authentication middleware not applied to subroute,fastapi,P3,open,unassigned,2025-11-16 23:00:00,,"Authentication middleware not applied to subroute. Reported in production environment, affecting a subset of users."
OPS-1164,S3 bucket access denied from EC2 instance,infrastructure,P1,open,unassigned,2025-06-11 19:00:00,,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting 1 service."
OPS-1165,Terraform apply failing on state lock,infrastructure,P2,resolved,r.oconnor,2026-05-13 19:00:00,2026-05-18 13:00:00,"Terraform apply failing on state lock. Reported in production environment, affecting a subset of users."
OPS-1166,OOMKilled errors on production workload,kubernetes,P2,in_progress,r.oconnor,2025-10-18 21:00:00,,"OOMKilled errors on production workload. Reported in production environment, affecting a subset of users."
OPS-1167,Persistent volume claim stuck in Pending state,kubernetes,P3,resolved,j.kim,2025-01-08 06:00:00,2025-01-11 12:00:00,"Persistent volume claim stuck in Pending state. Reported in production environment, affecting multiple services."
OPS-1168,Background task not executing after response sent,fastapi,P2,open,unassigned,2026-03-17 05:00:00,,"Background task not executing after response sent. Reported in production environment, affecting multiple services."
OPS-1169,File upload endpoint failing for large files,fastapi,P3,resolved,a.patel,2025-12-29 02:00:00,2026-01-02 08:00:00,"File upload endpoint failing for large files. Reported in production environment, affecting all users in us-east-1."
OPS-1170,Ingress returning 502 Bad Gateway,kubernetes,P4,closed,r.oconnor,2026-03-16 18:00:00,2026-03-21 02:00:00,"Ingress returning 502 Bad Gateway. Reported in production environment, affecting a subset of users."
OPS-1171,ConfigMap changes not reflected in running pods,kubernetes,P1,resolved,m.santos,2026-04-17 22:00:00,2026-04-27 18:00:00,"ConfigMap changes not reflected in running pods. Reported in production environment, affecting 1 service."
OPS-1172,Async endpoint timing out under concurrent load,fastapi,P2,resolved,m.santos,2025-03-22 12:00:00,2025-03-31 19:00:00,"Async endpoint timing out under concurrent load. Reported in production environment, affecting a subset of users."
OPS-1173,Horizontal Pod Autoscaler not scaling under load,kubernetes,P4,open,unassigned,2025-04-27 16:00:00,,"Horizontal Pod Autoscaler not scaling under load. Reported in production environment, affecting multiple services."
OPS-1174,OpenAPI docs not rendering for new router,fastapi,P3,closed,j.kim,2025-06-01 07:00:00,2025-06-02 10:00:00,"OpenAPI docs not rendering for new router. Reported in production environment, affecting a subset of users."
OPS-1175,Service not routing traffic to pods,kubernetes,P3,closed,r.oconnor,2025-03-19 05:00:00,2025-03-27 11:00:00,"Service not routing traffic to pods. Reported in production environment, affecting all users in us-east-1."
OPS-1176,S3 bucket access denied from EC2 instance,infrastructure,P3,closed,j.kim,2025-11-27 20:00:00,2025-12-01 05:00:00,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting all users in us-east-1."
OPS-1177,Ingress returning 502 Bad Gateway,kubernetes,P3,in_progress,a.patel,2025-10-09 18:00:00,,"Ingress returning 502 Bad Gateway. Reported in production environment, affecting a subset of users."
OPS-1178,Terraform apply failing on state lock,infrastructure,P2,in_progress,m.santos,2025-02-28 11:00:00,,"Terraform apply failing on state lock. Reported in production environment, affecting 1 service."
OPS-1179,Terraform apply failing on state lock,infrastructure,P3,resolved,a.patel,2026-04-19 18:00:00,2026-04-25 16:00:00,"Terraform apply failing on state lock. Reported in production environment, affecting all users in us-east-1."
OPS-1180,High latency reported on API gateway,infrastructure,P2,resolved,r.oconnor,2026-05-29 04:00:00,2026-05-29 20:00:00,"High latency reported on API gateway. Reported in production environment, affecting 1 service."
OPS-1181,Async endpoint timing out under concurrent load,fastapi,P3,open,unassigned,2025-09-11 22:00:00,,"Async endpoint timing out under concurrent load. Reported in production environment, affecting all users in us-east-1."
OPS-1182,File upload endpoint failing for large files,fastapi,P3,open,unassigned,2026-01-17 09:00:00,,"File upload endpoint failing for large files. Reported in production environment, affecting all users in us-east-1."
OPS-1183,OpenAPI docs not rendering for new router,fastapi,P3,open,unassigned,2025-12-09 02:00:00,,"OpenAPI docs not rendering for new router. Reported in production environment, affecting a subset of users."
OPS-1184,OOMKilled errors on production workload,kubernetes,P3,open,unassigned,2025-06-03 10:00:00,,"OOMKilled errors on production workload. Reported in production environment, affecting 1 service."
OPS-1185,High latency reported on API gateway,infrastructure,P2,in_progress,a.patel,2026-02-06 04:00:00,,"High latency reported on API gateway. Reported in production environment, affecting a subset of users."
OPS-1186,Redis connection refused after restart,infrastructure,P3,in_progress,a.patel,2025-05-11 21:00:00,,"Redis connection refused after restart. Reported in production environment, affecting all users in us-east-1."
OPS-1187,SSL certificate expired on production endpoint,infrastructure,P1,resolved,r.oconnor,2025-08-08 10:00:00,2025-08-16 15:00:00,"SSL certificate expired on production endpoint. Reported in production environment, affecting multiple services."
OPS-1188,Service not routing traffic to pods,kubernetes,P2,open,unassigned,2025-04-14 16:00:00,,"Service not routing traffic to pods. Reported in production environment, affecting 1 service."
OPS-1189,SSL certificate expired on production endpoint,infrastructure,P4,resolved,j.kim,2026-01-21 04:00:00,2026-01-22 22:00:00,"SSL certificate expired on production endpoint. Reported in production environment, affecting multiple services."
OPS-1190,Redis connection refused after restart,infrastructure,P1,resolved,m.santos,2025-09-01 14:00:00,2025-09-08 03:00:00,"Redis connection refused after restart. Reported in production environment, affecting all users in us-east-1."
OPS-1191,OOMKilled errors on production workload,kubernetes,P2,closed,r.oconnor,2026-04-26 06:00:00,2026-04-30 05:00:00,"OOMKilled errors on production workload. Reported in production environment, affecting all users in us-east-1."
OPS-1192,Authentication middleware not applied to subroute,fastapi,P3,in_progress,j.kim,2025-06-15 06:00:00,,"Authentication middleware not applied to subroute. Reported in production environment, affecting a subset of users."
OPS-1193,DNS resolution failing inside cluster,kubernetes,P3,in_progress,a.patel,2025-04-16 22:00:00,,"DNS resolution failing inside cluster. Reported in production environment, affecting a subset of users."
OPS-1194,Service not routing traffic to pods,kubernetes,P2,closed,j.kim,2025-05-31 13:00:00,2025-06-01 13:00:00,"Service not routing traffic to pods. Reported in production environment, affecting all users in us-east-1."
OPS-1195,Dependency injection raising 422 on valid request,fastapi,P3,in_progress,r.oconnor,2026-01-18 07:00:00,,"Dependency injection raising 422 on valid request. Reported in production environment, affecting 1 service."
OPS-1196,Pydantic validation error on nested models,fastapi,P1,closed,a.patel,2025-12-10 04:00:00,2025-12-11 16:00:00,"Pydantic validation error on nested models. Reported in production environment, affecting a subset of users."
OPS-1197,CORS errors blocking frontend requests,fastapi,P4,in_progress,a.patel,2025-01-06 02:00:00,,"CORS errors blocking frontend requests. Reported in production environment, affecting a subset of users."
OPS-1198,Service not routing traffic to pods,kubernetes,P3,resolved,m.santos,2026-03-10 03:00:00,2026-03-18 10:00:00,"Service not routing traffic to pods. Reported in production environment, affecting multiple services."
OPS-1199,Async endpoint timing out under concurrent load,fastapi,P1,resolved,r.oconnor,2026-04-14 02:00:00,2026-04-15 07:00:00,"Async endpoint timing out under concurrent load. Reported in production environment, affecting 1 service."
OPS-1200,S3 bucket access denied from EC2 instance,infrastructure,P3,resolved,m.santos,2025-10-26 13:00:00,2025-10-26 14:00:00,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting multiple services."
OPS-1201,Redis connection refused after restart,infrastructure,P2,resolved,a.patel,2026-01-05 02:00:00,2026-01-10 17:00:00,"Redis connection refused after restart. Reported in production environment, affecting all users in us-east-1."
OPS-1202,Dependency injection raising 422 on valid request,fastapi,P3,closed,m.santos,2025-09-17 23:00:00,2025-09-18 04:00:00,"Dependency injection raising 422 on valid request. Reported in production environment, affecting 1 service."
OPS-1203,Pydantic validation error on nested models,fastapi,P3,resolved,m.santos,2025-12-07 04:00:00,2025-12-07 16:00:00,"Pydantic validation error on nested models. Reported in production environment, affecting a subset of users."
OPS-1204,CI/CD pipeline failing at Docker build stage,infrastructure,P4,resolved,j.kim,2026-05-06 20:00:00,2026-05-08 19:00:00,"CI/CD pipeline failing at Docker build stage. Reported in production environment, affecting 1 service."
OPS-1205,Redis connection refused after restart,infrastructure,P1,in_progress,m.santos,2025-07-24 01:00:00,,"Redis connection refused after restart. Reported in production environment, affecting a subset of users."
OPS-1206,Redis connection refused after restart,infrastructure,P4,resolved,j.kim,2025-09-17 01:00:00,2025-09-25 02:00:00,"Redis connection refused after restart. Reported in production environment, affecting a subset of users."
OPS-1207,Dependency injection raising 422 on valid request,fastapi,P4,in_progress,r.oconnor,2025-05-08 11:00:00,,"Dependency injection raising 422 on valid request. Reported in production environment, affecting all users in us-east-1."
OPS-1208,Redis connection refused after restart,infrastructure,P4,in_progress,r.oconnor,2025-07-11 15:00:00,,"Redis connection refused after restart. Reported in production environment, affecting a subset of users."
OPS-1209,SSL certificate expired on production endpoint,infrastructure,P4,resolved,j.kim,2025-03-22 13:00:00,2025-03-29 00:00:00,"SSL certificate expired on production endpoint. Reported in production environment, affecting a subset of users."
OPS-1210,Async endpoint timing out under concurrent load,fastapi,P1,resolved,r.oconnor,2025-11-10 14:00:00,2025-11-17 01:00:00,"Async endpoint timing out under concurrent load. Reported in production environment, affecting multiple services."
OPS-1211,Redis connection refused after restart,infrastructure,P3,open,unassigned,2025-12-28 19:00:00,,"Redis connection refused after restart. Reported in production environment, affecting all users in us-east-1."
OPS-1212,Dependency injection raising 422 on valid request,fastapi,P1,resolved,j.kim,2026-01-08 16:00:00,2026-01-17 06:00:00,"Dependency injection raising 422 on valid request. Reported in production environment, affecting 1 service."
OPS-1213,RBAC permission denied for service account,kubernetes,P3,in_progress,j.kim,2025-05-10 02:00:00,,"RBAC permission denied for service account. Reported in production environment, affecting a subset of users."
OPS-1214,Authentication middleware not applied to subroute,fastapi,P4,open,unassigned,2025-06-07 21:00:00,,"Authentication middleware not applied to subroute. Reported in production environment, affecting all users in us-east-1."
OPS-1215,OpenAPI docs not rendering for new router,fastapi,P3,open,unassigned,2025-05-21 16:00:00,,"OpenAPI docs not rendering for new router. Reported in production environment, affecting a subset of users."
OPS-1216,OpenAPI docs not rendering for new router,fastapi,P3,open,unassigned,2025-04-27 00:00:00,,"OpenAPI docs not rendering for new router. Reported in production environment, affecting multiple services."
OPS-1217,File upload endpoint failing for large files,fastapi,P3,resolved,r.oconnor,2025-09-26 08:00:00,2025-10-03 21:00:00,"File upload endpoint failing for large files. Reported in production environment, affecting multiple services."
OPS-1218,SSL certificate expired on production endpoint,infrastructure,P3,closed,a.patel,2025-07-24 03:00:00,2025-07-25 14:00:00,"SSL certificate expired on production endpoint. Reported in production environment, affecting all users in us-east-1."
OPS-1219,"Rolling update stuck, old pods not terminating",kubernetes,P3,open,unassigned,2025-11-24 21:00:00,,"Rolling update stuck, old pods not terminating. Reported in production environment, affecting a subset of users."
OPS-1220,Terraform apply failing on state lock,infrastructure,P3,open,unassigned,2025-11-04 05:00:00,,"Terraform apply failing on state lock. Reported in production environment, affecting multiple services."
OPS-1221,File upload endpoint failing for large files,fastapi,P2,closed,r.oconnor,2025-05-23 07:00:00,2025-05-31 18:00:00,"File upload endpoint failing for large files. Reported in production environment, affecting 1 service."
OPS-1222,File upload endpoint failing for large files,fastapi,P3,in_progress,a.patel,2025-05-13 19:00:00,,"File upload endpoint failing for large files. Reported in production environment, affecting 1 service."
OPS-1223,Authentication middleware not applied to subroute,fastapi,P4,resolved,a.patel,2026-02-25 13:00:00,2026-03-06 08:00:00,"Authentication middleware not applied to subroute. Reported in production environment, affecting multiple services."
OPS-1224,Async endpoint timing out under concurrent load,fastapi,P3,resolved,j.kim,2025-12-19 04:00:00,2025-12-28 13:00:00,"Async endpoint timing out under concurrent load. Reported in production environment, affecting multiple services."
OPS-1225,File upload endpoint failing for large files,fastapi,P4,open,unassigned,2025-05-08 16:00:00,,"File upload endpoint failing for large files. Reported in production environment, affecting multiple services."
OPS-1226,CORS errors blocking frontend requests,fastapi,P2,closed,m.santos,2025-08-19 11:00:00,2025-08-25 00:00:00,"CORS errors blocking frontend requests. Reported in production environment, affecting 1 service."
OPS-1227,Pydantic validation error on nested models,fastapi,P3,resolved,a.patel,2025-05-09 20:00:00,2025-05-13 02:00:00,"Pydantic validation error on nested models. Reported in production environment, affecting multiple services."
OPS-1228,S3 bucket access denied from EC2 instance,infrastructure,P2,resolved,a.patel,2025-12-12 18:00:00,2025-12-13 05:00:00,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting 1 service."
OPS-1229,DNS resolution failing inside cluster,kubernetes,P4,open,unassigned,2025-08-04 18:00:00,,"DNS resolution failing inside cluster. Reported in production environment, affecting all users in us-east-1."
OPS-1230,High latency reported on API gateway,infrastructure,P1,closed,r.oconnor,2025-10-24 20:00:00,2025-10-28 02:00:00,"High latency reported on API gateway. Reported in production environment, affecting multiple services."
OPS-1231,Redis connection refused after restart,infrastructure,P2,open,unassigned,2025-03-03 05:00:00,,"Redis connection refused after restart. Reported in production environment, affecting all users in us-east-1."
OPS-1232,WebSocket connection dropping after 60 seconds,fastapi,P3,in_progress,m.santos,2025-05-28 10:00:00,,"WebSocket connection dropping after 60 seconds. Reported in production environment, affecting a subset of users."
OPS-1233,CORS errors blocking frontend requests,fastapi,P4,resolved,r.oconnor,2025-04-19 10:00:00,2025-04-22 00:00:00,"CORS errors blocking frontend requests. Reported in production environment, affecting 1 service."
OPS-1234,WebSocket connection dropping after 60 seconds,fastapi,P2,open,unassigned,2025-10-25 12:00:00,,"WebSocket connection dropping after 60 seconds. Reported in production environment, affecting all users in us-east-1."
OPS-1235,Service not routing traffic to pods,kubernetes,P4,closed,j.kim,2025-11-17 06:00:00,2025-11-25 10:00:00,"Service not routing traffic to pods. Reported in production environment, affecting all users in us-east-1."
OPS-1236,Redis connection refused after restart,infrastructure,P3,in_progress,r.oconnor,2025-01-24 02:00:00,,"Redis connection refused after restart. Reported in production environment, affecting all users in us-east-1."
OPS-1237,Persistent volume claim stuck in Pending state,kubernetes,P3,open,unassigned,2025-10-16 15:00:00,,"Persistent volume claim stuck in Pending state. Reported in production environment, affecting all users in us-east-1."
OPS-1238,File upload endpoint failing for large files,fastapi,P1,in_progress,m.santos,2025-05-18 08:00:00,,"File upload endpoint failing for large files. Reported in production environment, affecting all users in us-east-1."
OPS-1239,Dependency injection raising 422 on valid request,fastapi,P3,resolved,m.santos,2025-07-19 11:00:00,2025-07-25 09:00:00,"Dependency injection raising 422 on valid request. Reported in production environment, affecting 1 service."
OPS-1240,File upload endpoint failing for large files,fastapi,P3,resolved,r.oconnor,2025-05-02 04:00:00,2025-05-03 05:00:00,"File upload endpoint failing for large files. Reported in production environment, affecting a subset of users."
OPS-1241,File upload endpoint failing for large files,fastapi,P4,closed,r.oconnor,2025-07-23 19:00:00,2025-07-29 06:00:00,"File upload endpoint failing for large files. Reported in production environment, affecting 1 service."
OPS-1242,Pod stuck in CrashLoopBackOff after deployment,kubernetes,P2,in_progress,r.oconnor,2026-05-01 16:00:00,,"Pod stuck in CrashLoopBackOff after deployment. Reported in production environment, affecting multiple services."
OPS-1243,S3 bucket access denied from EC2 instance,infrastructure,P2,closed,m.santos,2025-11-23 05:00:00,2025-11-27 10:00:00,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting a subset of users."
OPS-1244,S3 bucket access denied from EC2 instance,infrastructure,P3,resolved,a.patel,2025-11-03 15:00:00,2025-11-12 08:00:00,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting a subset of users."
OPS-1245,Async endpoint timing out under concurrent load,fastapi,P4,resolved,m.santos,2025-01-28 19:00:00,2025-02-02 21:00:00,"Async endpoint timing out under concurrent load. Reported in production environment, affecting multiple services."
OPS-1246,Terraform apply failing on state lock,infrastructure,P3,open,unassigned,2026-01-25 04:00:00,,"Terraform apply failing on state lock. Reported in production environment, affecting multiple services."
OPS-1247,RBAC permission denied for service account,kubernetes,P4,open,unassigned,2025-01-20 14:00:00,,"RBAC permission denied for service account. Reported in production environment, affecting a subset of users."
OPS-1248,CORS errors blocking frontend requests,fastapi,P3,open,unassigned,2026-05-29 19:00:00,,"CORS errors blocking frontend requests. Reported in production environment, affecting all users in us-east-1."
OPS-1249,High latency reported on API gateway,infrastructure,P1,in_progress,m.santos,2025-08-01 17:00:00,,"High latency reported on API gateway. Reported in production environment, affecting all users in us-east-1."
OPS-1250,Redis connection refused after restart,infrastructure,P2,open,unassigned,2025-12-17 17:00:00,,"Redis connection refused after restart. Reported in production environment, affecting a subset of users."
OPS-1251,High latency reported on API gateway,infrastructure,P3,closed,j.kim,2025-09-28 19:00:00,2025-10-03 23:00:00,"High latency reported on API gateway. Reported in production environment, affecting multiple services."
OPS-1252,File upload endpoint failing for large files,fastapi,P2,closed,j.kim,2025-11-01 09:00:00,2025-11-08 22:00:00,"File upload endpoint failing for large files. Reported in production environment, affecting all users in us-east-1."
OPS-1253,WebSocket connection dropping after 60 seconds,fastapi,P2,closed,r.oconnor,2025-10-08 09:00:00,2025-10-09 17:00:00,"WebSocket connection dropping after 60 seconds. Reported in production environment, affecting all users in us-east-1."
OPS-1254,CORS errors blocking frontend requests,fastapi,P2,open,unassigned,2025-03-22 11:00:00,,"CORS errors blocking frontend requests. Reported in production environment, affecting all users in us-east-1."
OPS-1255,SSL certificate expired on production endpoint,infrastructure,P3,open,unassigned,2025-10-05 17:00:00,,"SSL certificate expired on production endpoint. Reported in production environment, affecting a subset of users."
OPS-1256,ImagePullBackOff error on new container image,kubernetes,P3,resolved,j.kim,2025-09-06 01:00:00,2025-09-13 05:00:00,"ImagePullBackOff error on new container image. Reported in production environment, affecting multiple services."
OPS-1257,ImagePullBackOff error on new container image,kubernetes,P3,resolved,j.kim,2025-04-13 21:00:00,2025-04-22 03:00:00,"ImagePullBackOff error on new container image. Reported in production environment, affecting 1 service."
OPS-1258,CI/CD pipeline failing at Docker build stage,infrastructure,P3,closed,j.kim,2026-05-03 15:00:00,2026-05-10 14:00:00,"CI/CD pipeline failing at Docker build stage. Reported in production environment, affecting a subset of users."
OPS-1259,Background task not executing after response sent,fastapi,P3,closed,j.kim,2025-04-02 20:00:00,2025-04-08 23:00:00,"Background task not executing after response sent. Reported in production environment, affecting 1 service."
OPS-1260,ConfigMap changes not reflected in running pods,kubernetes,P4,open,unassigned,2025-02-07 12:00:00,,"ConfigMap changes not reflected in running pods. Reported in production environment, affecting all users in us-east-1."
OPS-1261,"Rolling update stuck, old pods not terminating",kubernetes,P4,closed,a.patel,2025-02-08 00:00:00,2025-02-11 05:00:00,"Rolling update stuck, old pods not terminating. Reported in production environment, affecting a subset of users."
OPS-1262,WebSocket connection dropping after 60 seconds,fastapi,P4,resolved,r.oconnor,2026-05-21 04:00:00,2026-05-30 06:00:00,"WebSocket connection dropping after 60 seconds. Reported in production environment, affecting a subset of users."
OPS-1263,ImagePullBackOff error on new container image,kubernetes,P2,resolved,a.patel,2025-09-21 22:00:00,2025-09-23 22:00:00,"ImagePullBackOff error on new container image. Reported in production environment, affecting a subset of users."
OPS-1264,"Database session not closing, connection pool exhausted",fastapi,P3,open,unassigned,2026-02-20 13:00:00,,"Database session not closing, connection pool exhausted. Reported in production environment, affecting a subset of users."
OPS-1265,ConfigMap changes not reflected in running pods,kubernetes,P3,open,unassigned,2025-05-24 15:00:00,,"ConfigMap changes not reflected in running pods. Reported in production environment, affecting a subset of users."
OPS-1266,Pod stuck in CrashLoopBackOff after deployment,kubernetes,P2,open,unassigned,2025-10-01 10:00:00,,"Pod stuck in CrashLoopBackOff after deployment. Reported in production environment, affecting a subset of users."
OPS-1267,High latency reported on API gateway,infrastructure,P3,open,unassigned,2026-01-04 22:00:00,,"High latency reported on API gateway. Reported in production environment, affecting multiple services."
OPS-1268,DNS resolution failing inside cluster,kubernetes,P2,in_progress,m.santos,2026-02-20 21:00:00,,"DNS resolution failing inside cluster. Reported in production environment, affecting 1 service."
OPS-1269,SSL certificate expired on production endpoint,infrastructure,P3,open,unassigned,2025-05-17 15:00:00,,"SSL certificate expired on production endpoint. Reported in production environment, affecting multiple services."
OPS-1270,"Database session not closing, connection pool exhausted",fastapi,P3,resolved,j.kim,2026-04-28 17:00:00,2026-05-07 07:00:00,"Database session not closing, connection pool exhausted. Reported in production environment, affecting multiple services."
OPS-1271,S3 bucket access denied from EC2 instance,infrastructure,P4,open,unassigned,2026-04-03 16:00:00,,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting a subset of users."
OPS-1272,RBAC permission denied for service account,kubernetes,P2,closed,j.kim,2026-06-02 06:00:00,2026-06-08 09:00:00,"RBAC permission denied for service account. Reported in production environment, affecting multiple services."
OPS-1273,File upload endpoint failing for large files,fastapi,P3,resolved,r.oconnor,2026-05-16 02:00:00,2026-05-25 17:00:00,"File upload endpoint failing for large files. Reported in production environment, affecting 1 service."
OPS-1274,CORS errors blocking frontend requests,fastapi,P3,in_progress,r.oconnor,2025-03-01 17:00:00,,"CORS errors blocking frontend requests. Reported in production environment, affecting a subset of users."
OPS-1275,Terraform apply failing on state lock,infrastructure,P3,closed,a.patel,2025-08-12 18:00:00,2025-08-13 13:00:00,"Terraform apply failing on state lock. Reported in production environment, affecting all users in us-east-1."
OPS-1276,Async endpoint timing out under concurrent load,fastapi,P3,open,unassigned,2025-03-12 15:00:00,,"Async endpoint timing out under concurrent load. Reported in production environment, affecting 1 service."
OPS-1277,Authentication middleware not applied to subroute,fastapi,P2,open,unassigned,2026-03-07 11:00:00,,"Authentication middleware not applied to subroute. Reported in production environment, affecting all users in us-east-1."
OPS-1278,Authentication middleware not applied to subroute,fastapi,P3,resolved,m.santos,2025-05-17 20:00:00,2025-05-27 01:00:00,"Authentication middleware not applied to subroute. Reported in production environment, affecting 1 service."
OPS-1279,OOMKilled errors on production workload,kubernetes,P3,open,unassigned,2025-08-17 00:00:00,,"OOMKilled errors on production workload. Reported in production environment, affecting 1 service."
OPS-1280,WebSocket connection dropping after 60 seconds,fastapi,P3,resolved,r.oconnor,2026-01-24 07:00:00,2026-01-26 23:00:00,"WebSocket connection dropping after 60 seconds. Reported in production environment, affecting a subset of users."
OPS-1281,Node showing NotReady status intermittently,kubernetes,P2,closed,r.oconnor,2025-04-26 01:00:00,2025-05-04 17:00:00,"Node showing NotReady status intermittently. Reported in production environment, affecting 1 service."
OPS-1282,Persistent volume claim stuck in Pending state,kubernetes,P1,resolved,a.patel,2026-04-03 19:00:00,2026-04-11 00:00:00,"Persistent volume claim stuck in Pending state. Reported in production environment, affecting multiple services."
OPS-1283,Terraform apply failing on state lock,infrastructure,P3,open,unassigned,2025-08-11 01:00:00,,"Terraform apply failing on state lock. Reported in production environment, affecting multiple services."
OPS-1284,SSL certificate expired on production endpoint,infrastructure,P2,closed,m.santos,2025-11-23 18:00:00,2025-11-30 04:00:00,"SSL certificate expired on production endpoint. Reported in production environment, affecting multiple services."
OPS-1285,CORS errors blocking frontend requests,fastapi,P4,resolved,a.patel,2026-02-28 09:00:00,2026-03-03 08:00:00,"CORS errors blocking frontend requests. Reported in production environment, affecting multiple services."
OPS-1286,High latency reported on API gateway,infrastructure,P3,in_progress,r.oconnor,2025-12-19 20:00:00,,"High latency reported on API gateway. Reported in production environment, affecting a subset of users."
OPS-1287,Redis connection refused after restart,infrastructure,P3,open,unassigned,2025-07-08 17:00:00,,"Redis connection refused after restart. Reported in production environment, affecting all users in us-east-1."
OPS-1288,Persistent volume claim stuck in Pending state,kubernetes,P2,resolved,r.oconnor,2026-04-20 01:00:00,2026-04-26 01:00:00,"Persistent volume claim stuck in Pending state. Reported in production environment, affecting all users in us-east-1."
OPS-1289,S3 bucket access denied from EC2 instance,infrastructure,P2,open,unassigned,2025-07-28 10:00:00,,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting 1 service."
OPS-1290,OpenAPI docs not rendering for new router,fastapi,P1,closed,r.oconnor,2025-07-15 01:00:00,2025-07-17 22:00:00,"OpenAPI docs not rendering for new router. Reported in production environment, affecting 1 service."
OPS-1291,Persistent volume claim stuck in Pending state,kubernetes,P4,resolved,m.santos,2025-08-11 15:00:00,2025-08-13 21:00:00,"Persistent volume claim stuck in Pending state. Reported in production environment, affecting a subset of users."
OPS-1292,Persistent volume claim stuck in Pending state,kubernetes,P4,closed,r.oconnor,2025-05-01 23:00:00,2025-05-10 01:00:00,"Persistent volume claim stuck in Pending state. Reported in production environment, affecting multiple services."
OPS-1293,S3 bucket access denied from EC2 instance,infrastructure,P3,in_progress,m.santos,2025-09-03 17:00:00,,"S3 bucket access denied from EC2 instance. Reported in production environment, affecting a subset of users."
OPS-1294,WebSocket connection dropping after 60 seconds,fastapi,P3,in_progress,r.oconnor,2025-09-25 11:00:00,,"WebSocket connection dropping after 60 seconds. Reported in production environment, affecting all users in us-east-1."
OPS-1295,"Rolling update stuck, old pods not terminating",kubernetes,P3,closed,r.oconnor,2025-07-28 11:00:00,2025-07-31 20:00:00,"Rolling update stuck, old pods not terminating. Reported in production environment, affecting 1 service."
OPS-1296,CI/CD pipeline failing at Docker build stage,infrastructure,P3,open,unassigned,2026-03-04 09:00:00,,"CI/CD pipeline failing at Docker build stage. Reported in production environment, affecting multiple services."
OPS-1297,Horizontal Pod Autoscaler not scaling under load,kubernetes,P2,resolved,m.santos,2025-09-09 15:00:00,2025-09-15 12:00:00,"Horizontal Pod Autoscaler not scaling under load. Reported in production environment, affecting a subset of users."
